"pcp-dstat 6.3.7 CSV Output"
"Author:","PCP team <pcp@groups.io> and Dag Wieers <dag@wieers.com>",,,,"URL:","https://pcp.io/ and http://dag.wieers.com/home-made/dstat/"
"Host:","server1",,,,"User:","admin"
"Cmdline:","dstat -cdnmg --top-cpu --top-io --top-mem --output dstat.csv 3",,,,"Date:","02 Jul 2025 17:19:20 UTC"
"total usage",,,,,"dsk/total",,"net/total",,"memory usage",,,,"paging",,"most expensive cpu process",,"most expensive I/O process",,,"most expensive memory process",
0.750,0,97.999,0,2.500,0,0,17797.862,67421.478,7941964,6439616,2916,1601652,0,0,"memory cache",0.500,"python3",42897.668,288.998,"Core app process",711932
1.750,0,97.753,0,1.500,0,0,33924.920,91488.482,7941460,6440120,2916,1601652,0,0,"Core app process",0.250,"python3",42898.164,284.008,"Core app process",712136
2.249,0,96.972,0,2.999,0,0,30053.321,89103.268,7940200,6441380,2916,1601652,0,0,"Pronghorn Autom",1.250,"python3",42872.619,283.918,"Core app process",712404
1.500,0.250,97.999,0,1.750,0,0,27013.632,88124.801,7938940,6442640,2916,1601652,0,0,"memory cache",0.250,"python3",42878.416,283.996,"Core app process",712636
1.250,0.500,97.500,0,5.000,0,0,35048.014,125886.049,7938688,6442892,2916,1601652,0,0,"Core app process",0.500,"python3",42888.017,282.000,"Core app process",712228
4.495,0.749,94.142,0.250,2.997,0,2800.785,15879610.192,97408.181,7943952,6437624,2916,1601656,0,0,"Core app process",3.496,"python3",42837.825,290.666,"Core app process",733560
1.500,0.500,97.500,0,1.750,0,0,30420.116,95393.364,7946184,6435392,2916,1601656,0,0,"Core app process",0.500,"python3",42891.164,284.001,"Core app process",733256
1.000,0.250,97.529,0,1.500,0,0,38320.469,103623.014,7943564,6438012,2916,1601656,0,0,"Core app process",0.500,"python3",42900.840,282.084,"Core app process",741284
1.750,0.500,97.499,0,1.500,0,0,27900.841,92595.473,7944068,6437508,2916,1601656,0,0,"Core app process",0.750,"python3",42893.756,288.998,"Core app process",743076
1.751,0.500,96.547,0,3.252,0,0,5361283.484,178054.066,7946248,6435328,2916,1601656,0,0,"Core app process",1.251,"python3",42908.741,289.140,"Core app process",752164
3.750,0.500,95.750,0,0.750,0,0,6341988.643,640226.339,7955040,6426536,2916,1601656,0,0,"Core app process",1.250,"python3",42875.822,281.999,"Core app process",758116
1.250,0.250,97.750,0,2.000,0,0,36651.946,95507.858,7965544,6415788,2916,1601900,0,0,"db",0.500,"python3",42889.936,291.000,"Core app process",766420
1.250,0.750,98.036,0,2.001,0,0,35827.099,100154.617,7965796,6415536,2916,1601900,0,0,"rcu_preempt",0.250,"python3",42897.684,282.103,"Core app process",766420
1.249,0.250,98.153,0,3.247,0,0,26785.457,88224.573,7966044,6415284,2916,1601904,0,0,"memory cache",0.500,"python3",42848.539,281.721,"Core app process",766420
1.250,0,97.771,0,3.501,0,0,32819.084,125691.130,7967048,6414280,2916,1601904,0,0,"memory cache",0.500,"python3",42904.261,284.061,"Core app process",766420
0.750,0,98.020,0,2.250,0,4.001,18679.863,56115.604,7968556,6412768,2916,1601908,0,0,"python3",0.500,"python3",42892.870,282.058,"Core app process",746400
1.750,0.250,97.750,0,1.500,0,0,31901.013,96962.040,7968936,6412388,2916,1601908,0,0,"Core app process",0.750,"python3",42882.018,291.000,"Core app process",746400
1.250,0.250,97.750,0,1.750,0,0,18444.943,51109.841,7968684,6412640,2916,1601908,0,0,"Core app process",0.500,"python3",42885.867,281.999,"Core app process",749600
1.999,0.750,97.971,0,2.499,0,0,28470.607,92890.615,7968684,6412640,2916,1601908,0,0,"Core app process",0.500,"python3",42879.359,288.915,"Core app process",751648
1.501,1.251,97.302,0,4.502,0,0,46364.962,171112.124,7969440,6411884,2916,1601908,0,0,"Core app process",0.500,"python3",42905.099,282.152,"Core app process",752800
23.999,2.250,73.498,0,0.250,0,0,45202652.679,347940.838,7985292,6396032,2916,1601908,0,0,"Core app process",23.499,"python3",42900.870,288.992,"Core app process",786312
1.750,0.500,97.502,0,2.750,0,0,39688.909,110532.533,7986524,6394800,2916,1601908,0,0,"Core app process",0.500,"python3",42887.983,289.007,"Core app process",786312
1.000,0.250,98.747,0,3.000,0,0,15783.563,38922.923,7986776,6394548,2916,1601908,0,0,"db",0.500,"python3",42884.813,281.992,"Core app process",786312
14.244,0.750,83.967,0,2.499,0,0,26661.441,88171.082,7952920,6428404,2916,1601908,0,0,"Core app process",14.244,"python3",42865.024,283.888,"Core app process",713320
1.999,0.750,97.221,0,0.750,0,0,41510.820,158400.524,7952324,6429000,2916,1601908,0,0,"db",0.500,"python3",42868.422,281.917,"Core app process",714164
3.000,0.750,94.999,0.250,1.250,0,6883.936,21233.804,62051.427,7957868,6423456,2916,1601908,0,0,"db",0.250,"python3",42896.604,281.997,"Core app process",712824
2.000,0.250,97.001,0,1.750,0,0,34625.465,115527.550,7956860,6424464,2916,1601908,0,0,"Core app process",0.750,"python3",42888.576,282.004,"Core app process",713512
1.500,0.250,98.250,0,0.750,0,0,16926.959,41957.898,7947456,6433864,2916,1601912,0,0,"Core app process",0.500,"python3",42881.895,290.999,"Core app process",722828
2.001,0.500,97.791,0,0.500,0,0,28350.912,92839.007,7947436,6433864,2916,1601932,0,0,"python3",0.500,"python3",42908.028,289.121,"Core app process",724364
2.250,0.500,97.748,0,2.500,0,0,44032.926,157812.152,7947436,6433864,2916,1601932,0,0,"memory cache",0.500,"python3",42890.954,288.993,"Core app process",725772
1.500,0.250,97.971,0,2.499,0,0,21463.699,78125.066,7947436,6433864,2916,1601932,0,0,"Core app process",0.250,"python3",42886.410,281.917,"Core app process",725772
2.000,0.250,97.497,0,1.000,0,0,36094.875,101056.849,7947436,6433864,2916,1601932,0,0,"Core app process",0.250,"python3",42879.663,288.991,"Core app process",726540
2.500,0.250,96.985,0,1.000,0,0,18029.144,39044.814,7937184,6444116,2916,1601932,0,0,"Pronghorn Autom",1.000,"python3",42875.207,283.955,"Core app process",733504
1.250,0.250,97.999,0,2.000,0,0,27131.715,89789.058,7942980,6438320,2916,1601932,0,0,"docker-proxy",0.500,"python3",42875.550,283.997,"Core app process",733504
1.250,0.750,97.501,0,1.250,0,0,41584.381,159409.459,7943484,6437816,2916,1601932,0,0,"memory cache",0.500,"python3",42902.393,282.003,"Core app process",733504
1.250,0.250,98.253,0,1.750,0,0,23168.761,74898.461,7943984,6437312,2916,1601936,0,0,"Core app process",0.500,"python3",42877.409,282.009,"Core app process",733504
1.500,0.500,97.499,0,3.250,0,0,31050.586,100688.658,7944488,6436808,2916,1601936,0,0,"Core app process",0.500,"python3",42881.429,290.996,"Core app process",733504
1.250,0.250,98.278,0,5.252,0,12.003,17167.931,42220.128,7944992,6436304,2916,1601936,0,0,"Pronghorn Veloc",0.500,"python3",42899.323,282.081,"Core app process",734272
1.500,0.500,97.277,0,3.501,0,109.030,30511.502,96096.777,7946000,6435296,2916,1601936,0,0,"Core app process",0.750,"python3",42897.953,282.079,"Core app process",736064
2.250,0.500,96.751,0,4.000,0,0,43780.619,156480.214,7946500,6434792,2916,1601940,0,0,"python3",0.500,"python3",42895.607,282.004,"Core app process",737216
1.000,0,97.780,0,1.500,0,0,23427.255,82109.428,7947760,6433532,2916,1601940,0,0,"python3",0.500,"python3",42898.285,282.087,"Core app process",738496
0.750,0.250,97.694,0,1.999,0,0,35609.509,99784.579,7936164,6445128,2916,1601940,0,0,"memory cache",0.500,"python3",42864.334,290.833,"Core app process",724776
0.750,0,98.501,0,1.500,0,0,15379.128,36689.305,7936164,6445128,2916,1601940,0,0,"memory cache",0.250,"python3",42898.357,289.002,"Core app process",725800
2.000,0,97.742,0,3.000,0,0,29041.679,91134.716,7934568,6446724,2916,1601940,0,0,"db",0.500,"python3",42875.573,283.977,"Core app process",723376
1.250,0.750,97.501,0,0.750,0,0,42420.330,162141.260,7934652,6446640,2916,1601940,0,0,"Core app process",0.250,"python3",42892.333,282.002,"Core app process",723868
1.750,0.250,97.748,0,3.000,0,0,25799.549,77140.650,7934148,6447144,2916,1601940,0,0,"Core app process",0.500,"python3",42878.250,281.995,"Core app process",723404
4.251,0.750,94.528,0.250,3.251,0,6886.075,31282.425,103399.152,7943688,6437596,2916,1601948,0,0,"Core app process",0.500,"python3",44141.299,284.086,"Core app process",722776
1.250,0.250,98.251,0,4.000,0,0,16801.253,39426.593,7940072,6441212,2916,1601948,0,0,"Core app process",0.500,"python3",42885.645,284.004,"Core app process",730988
1.250,0.500,98.004,0,2.000,0,138.005,37672.368,100711.658,7936652,6444632,2916,1601948,0,0,"Core app process",0.500,"python3",42890.558,284.010,"Core app process",728040
1.750,1.000,97.250,0,1.250,0,0,44391.944,159753.800,7936260,6445024,2916,1601948,0,0,"Core app process",0.250,"python3",42890.946,289.000,"Core app process",728040
1.500,0.250,98.280,0,0.500,0,0,23129.122,85908.454,7936120,6445164,2916,1601948,0,0,"Core app process",0.250,"python3",42901.211,282.087,"Core app process",728040
2.000,1.000,96.774,0,3.751,0,0,35138.733,99780.798,7936904,6444380,2916,1601948,0,0,"db",0.500,"python3",42902.663,282.070,"Core app process",729576
0.750,0.250,98.471,0,3.749,0,0,16874.950,36661.030,7937408,6443876,2916,1601948,0,0,"Core app process",0.250,"python3",42863.174,281.916,"Core app process",730728
1.999,1.000,96.224,0,1.750,0,0,34456.641,89914.579,7941996,6439288,2916,1601948,0,0,"Pronghorn tmf-a",0.250,"python3",42844.363,290.921,"Core app process",721040
1.000,0.750,97.502,0,1.250,0,0,42410.788,161677.005,7942500,6438784,2916,1601948,0,0,"Core app process",0.500,"python3",42883.797,282.005,"Core app process",720036
1.500,0.250,97.496,0,1.000,0,4.000,25700.827,82902.217,7942500,6438784,2916,1601948,0,0,"Core app process",0.250,"python3",42885.043,288.987,"Core app process",720820
1.500,0.250,97.780,0,2.001,0,0,32044.725,103745.486,7942500,6438784,2916,1601948,0,0,"Core app process",0.500,"python3",42890.017,284.086,"Core app process",720748
17.245,1.500,80.976,0,0.750,0,0,15917629.913,108728.107,7944884,6436400,2916,1601948,0,0,"Core app process",16.745,"python3",42355.576,288.915,"Core app process",739532
1.750,0.500,97.504,0,2.500,0,117.005,34064.492,92238.041,7947488,6433796,2916,1601948,0,0,"Core app process",0.750,"python3",42390.857,284.012,"Core app process",733428
2.001,0.250,97.027,0,1.500,0,0,44824.379,160572.344,7947580,6433704,2916,1601948,0,0,"Core app process",0.250,"python3",42393.708,282.078,"Core app process",733556
1.500,0,98.521,0,1.000,0,4.001,20071.181,81485.974,7947576,6433704,2916,1601952,0,0,"Core app process",0.250,"python3",42388.830,289.060,"Core app process",733684
2.001,0.250,97.527,0,0.750,0,0,37340.356,102728.490,7947828,6433452,2916,1601952,0,0,"Core app process",0.250,"python3",42390.756,282.078,"Core app process",733684
1.500,0.250,97.486,0,1.750,0,0,19301.278,42293.036,7947072,6434208,2916,1601952,0,0,"Pronghorn Autom",1.250,"python3",42374.024,281.960,"Core app process",734196
0.750,0.750,98.026,0,1.000,0,0,25294.806,80272.598,7934816,6446464,2916,1601952,0,0,"db",0.500,"python3",42396.407,282.076,"Core app process",728332
13.246,1.000,85.976,0,1.500,0,0,15908163.893,175110.466,7939512,6441768,2916,1601952,0,0,"Core app process",11.747,"python3",42366.258,288.920,"Core app process",742264
1.250,0.500,98.213,0,2.749,0,0,24673.737,79539.138,7940348,6440924,2916,1601960,0,0,"Core app process",0.500,"python3",42361.096,283.893,"Core app process",741316
1.500,0.750,97.731,0,1.500,0,0,33340.525,107069.205,7941104,6440168,2916,1601960,0,0,"docker-proxy",0.500,"python3",42394.766,281.945,"Core app process",741316
1.000,0.750,97.498,0,2.250,0,0,17764.553,45940.844,7942824,6438448,2916,1601960,0,0,"Core app process",0.500,"python3",42369.934,281.993,"Core app process",743012
1.500,0,97.501,0,1.750,0,414.003,26263.173,81002.535,7957436,6423836,2916,1601960,0,0,"Core app process",0.500,"python3",42389.280,291.002,"Core app process",743780
2.000,0.500,97.252,0,3.250,0,0,42937.054,152147.734,7958192,6423080,2916,1601960,0,0,"Core app process",0.500,"python3",42384.040,289.007,"Core app process",744932
0.500,0.250,97.779,0,1.751,0,0,20416.066,81240.138,7958696,6422576,2916,1601960,0,0,"Core app process",0.250,"python3",42411.601,282.084,"Core app process",746212
2.000,0.250,97.501,0,0.750,0,0,39348.213,111094.602,7959704,6421568,2916,1601960,0,0,"db",0.500,"python3",42414.230,291.002,"Core app process",747876
0.750,0,98.999,0,5.250,0,0,14723.914,38687.774,7959956,6421316,2916,1601960,0,0,"memory cache",0.500,"python3",42385.753,281.998,"Core app process",748900
0.500,0.250,98.014,0,3.500,0,0,26173.620,80205.094,7949876,6431396,2916,1601960,0,0,"ssm-agent-worke",0.250,"python3",42382.863,284.039,"Core app process",723060
18.999,2.000,78.498,0,1.500,0,0,13502607.298,390049.367,7951184,6430084,2916,1601964,0,0,"Core app process",17.749,"python3",42369.736,281.992,"Core app process",737696
1.000,0.250,98.250,0,2.250,0,0,25560.072,80716.226,7951124,6430144,2916,1601964,0,0,"db",0.250,"python3",42387.119,289.001,"Core app process",737696
1.749,0.750,97.195,0,1.999,0,0,33964.639,112190.048,7950368,6430900,2916,1601964,0,0,"Core app process",0.750,"python3",42346.861,281.839,"Core app process",737696
1.250,0,98.003,0,2.750,0,0,17617.496,44027.241,7950620,6430648,2916,1601964,0,0,"Core app process",0.500,"python3",42378.194,282.008,"Core app process",739104
1.500,0.250,97.748,0,2.500,0,104.998,28107.359,83201.102,7950620,6430648,2916,1601964,0,0,"Core app process",0.500,"python3",42390.033,290.993,"Core app process",740896
1.500,0.250,97.238,0,1.750,0,0,42926.790,151707.587,7951376,6429892,2916,1601964,0,0,"Core app process",0.250,"python3",42377.857,281.966,"Core app process",742816
5.499,1.250,93.230,0,2.749,0,0,11607185.273,695784.172,8003296,6377960,2916,1601984,0,0,"Core app process",2.999,"python3",42915.006,290.939,"Core app process",762260
1.500,0,97.221,0,1.250,0,43.987,39806.144,114409.924,8004304,6376952,2916,1601984,0,0,"Core app process",0.250,"python3",42916.218,281.916,"Core app process",762388
1.250,0,98.745,0,2.000,0,4.000,15412.268,38964.150,8006572,6374684,2916,1601984,0,0,"Pronghorn JsonF",0.250,"python3",43093.953,290.986,"Core app process",749604
2.000,0.250,98.242,0,2.000,0,0,25471.840,79319.275,8006824,6374432,2916,1601984,0,0,"Core app process",0.250,"python3",42912.362,281.976,"Core app process",749604
4.250,0.500,95.002,0,2.250,0,0,15911604.177,171536.398,7997508,6383744,2916,1601984,0,0,"Core app process",2.250,"python3",42909.850,284.006,"Core app process",751732
1.749,0.500,97.710,0,1.499,0,0,26295.107,81292.323,8004608,6376644,2916,1601984,0,0,"memory cache",0.500,"python3",42895.230,290.879,"Core app process",756972
1.750,0,97.247,0,1.500,0,0,36143.833,116736.230,8011612,6369640,2916,1601984,0,0,"Core app process",0.500,"python3",42904.614,290.991,"Core app process",759404
1.500,0,98.277,0,2.751,0,0,18460.020,49191.376,8011316,6369936,2916,1601984,0,0,"python3",0.500,"python3",42918.671,284.077,"Core app process",759624
1.750,0,97.501,0,0.750,0,0,26769.273,79532.812,8025108,6356144,2916,1601984,0,0,"memory cache",0.500,"python3",42900.438,291.003,"Core app process",762440
1.750,0.250,97.474,0,1.999,0,0,50330.758,155882.986,8025360,6355892,2916,1601984,0,0,"memory cache",0.500,"python3",42894.714,290.923,"Core app process",762440
1.250,0.250,98.499,0,2.000,0,0,20221.870,79829.486,8025356,6355892,2916,1601988,0,0,"Core app process",0.250,"python3",42899.724,283.998,"Core app process",762440
1.750,0.250,97.477,0,1.250,0,0,39102.603,114418.503,8025348,6355892,2916,1601996,0,0,"db",0.500,"python3",42894.691,281.932,"Core app process",761684
1.750,0.500,97.252,0,2.000,0,0,17850.357,44073.881,8025596,6355640,2916,1602000,0,0,"Pronghorn Autom",1.250,"python3",42902.857,289.006,"Core app process",760008
1.250,0,98.211,0,2.499,0,0,25659.771,79370.360,8025596,6355640,2916,1602000,0,0,"kcompactd0",0.250,"python3",42879.907,281.888,"Core app process",760008
1.250,0.250,97.779,0,2.001,0,20.006,35060.373,107771.885,8025596,6355640,2916,1602000,0,0,"Core app process",0.500,"python3",42908.695,282.083,"Core app process",760008
11.750,1.500,85.497,0,2.500,0,4.000,31705.817,78879.057,8017880,6363356,2916,1601996,0,0,"Core app process",0.250,"python3",43923.361,283.989,"Core app process",759188
2.249,0.500,97.228,0,1.250,0,0,46671.348,166053.102,8017124,6364112,2916,1601996,0,0,"Core app process",0.500,"python3",42889.212,283.935,"Core app process",759316
1.250,0,97.533,0,2.251,0,0,19789.733,51989.689,8016368,6364868,2916,1601996,0,0,"Core app process",0.500,"python3",42904.598,289.098,"Core app process",759316
1.250,0.250,98.500,0,3.000,0,4.000,27464.973,76361.926,8014852,6366380,2916,1602000,0,0,"Core app process",0.500,"python3",42887.959,284.000,"Core app process",759444
1.000,0.750,97.531,0,3.501,0,8.003,37857.903,107745.877,7993684,6387548,2916,1602000,0,0,"Core app process",0.500,"python3",42913.493,289.091,"Core app process",734920
1.250,0.500,98.279,0,2.501,0,0,21862.402,84902.863,7991920,6389312,2916,1602000,0,0,"Core app process",0.250,"python3",42919.568,289.085,"Core app process",734948
1.999,0.250,97.221,0,1.500,0,0,48761.236,162868.686,7991668,6389564,2916,1602000,0,0,"memory cache",0.500,"python3",42890.014,281.915,"Core app process",734324
1.250,0,98.253,0,2.250,0,0,17824.532,44429.327,7990156,6391076,2916,1602000,0,0,"docker-proxy",0.250,"python3",42896.281,282.008,"Core app process",734996
0.500,0.500,97.779,0,4.251,0,0,24967.436,68921.527,7988644,6392588,2916,1602000,0,0,"Core app process",0.500,"python3",42913.781,282.084,"Core app process",734712
1.751,0.750,98.030,0,3.751,0,0,25731.905,95791.429,7986292,6394940,2916,1602000,0,0,"Core app process",0.250,"python3",42918.185,282.087,"Core app process",734572
2.249,0.500,98.219,0,3.249,0,15.995,26695.648,88194.407,7983352,6397880,2916,1602000,0,0,"memory cache",0.500,"python3",42885.583,281.912,"Core app process",734860
2.249,0.750,97.469,0,3.499,0,0,46206.513,166741.720,7980832,6400400,2916,1602000,0,0,"Core app process",0.500,"python3",42879.556,281.912,"Core app process",735184
1.000,0.250,98.250,0,1.750,0,0,20273.089,49856.219,7973932,6407300,2916,1602000,0,0,"Core app process",0.500,"python3",42905.188,282.001,"Core app process",746184
0.500,0,97.768,0,1.000,0,0,30062.454,87625.896,7973932,6407300,2916,1602000,0,0,"Core app process",0.500,"python3",42906.784,284.052,"Core app process",747208
2.750,0.500,95.760,0,4.000,0,0,32741.423,102339.699,7972224,6405284,2916,1605724,0,0,"Core app process",0.500,"python3",43111.507,289.030,"Core app process",747592
1.249,0.750,97.454,0,6.247,0,0,22497.359,91354.788,7969644,6411584,2916,1602004,0,0,"ssm-agent-worke",0.500,"python3",42880.717,290.862,"Core app process",743088
1.750,0.750,97.477,0,1.000,0,0,50100.973,151555.617,7967880,6413348,2916,1602004,0,0,"db",0.500,"python3",42889.704,281.932,"Core app process",743236
0.500,0,98.524,0,2.000,0,0,17110.168,42302.306,7967124,6414104,2916,1602004,0,0,"Core app process",0.250,"python3",42925.458,282.069,"Core app process",742676
0.500,0.750,97.983,0,2.999,0,0,26455.422,81055.973,7966116,6415112,2916,1602004,0,0,"memory cache",0.500,"python3",42884.578,281.951,"Core app process",742776
1.500,0,98.031,0,3.751,0,0,27053.481,93572.333,7965864,6415364,2916,1602004,0,0,"Core app process",0.250,"python3",42911.452,282.088,"Core app process",742700
